student_id,name,gender,height_cm,score,vision,tags,needs,notes
STU001,Student001,F,189,96.4,,leader,vision_front,
STU002,Student002,M,182,58.2,,,,
STU003,Student003,F,137,99.1,,,,
STU004,Student004,M,173,79.0,,,,
STU005,Student005,F,148,76.9,0.6,,,
STU006,Student006,M,153,70.5,,,,
STU007,Student007,F,144,53.0,,,,
STU008,Student008,M,143,53.6,,,,
STU009,Student009,F,168,96.1,,,,
STU010,Student010,M,190,90.3,0.6,,,
STU011,Student011,F,166,54.4,poor,,,
STU012,Student012,M,145,69.1,,,,
STU013,Student013,F,141,81.3,,,,
STU014,Student014,M,171,78.4,,,,
STU015,Student015,F,161,72.3,0.6,,,
STU016,Student016,M,145,58.3,,,,
STU017,Student017,F,188,70.9,,,,
STU018,Student018,M,176,81.4,,,,
STU019,Student019,F,152,64.2,,,,
STU020,Student020,M,175,69.6,0.6,,,
STU021,Student021,F,141,92.4,,,,
STU022,Student022,M,183,97.5,poor,,,
STU023,Student023,F,155,70.2,,,,
STU024,Student024,M,130,84.5,,,,
STU025,Student025,F,178,97.2,0.6,,,
STU026,Student026,M,146,62.3,,,,
STU027,Student027,F,172,87.0,,,,
STU028,Student028,M,186,82.6,,,,
STU029,Student029,F,154,98.9,,,,
STU030,Student030,M,190,91.9,0.6,leader,,
STU031,Student031,F,180,80.6,,,,
STU032,Student032,M,134,94.4,,,,
STU033,Student033,F,149,50.7,poor,,,
STU034,Student034,M,155,65.9,,,,
STU035,Student035,F,156,53.5,0.6,,,
STU036,Student036,M,168,78.5,,,,
STU037,Student037,F,178,69.0,,,,
STU038,Student038,M,174,54.7,,,,
STU039,Student039,F,180,65.4,,,,
STU040,Student040,M,159,92.5,0.6,,,
STU041,Student041,F,182,69.0,,,,
STU042,Student042,M,156,84.9,,,,
STU043,Student043,F,174,91.4,,,,
STU044,Student044,M,172,59.6,poor,,,
STU045,Student045,F,148,51.4,0.6,,,
STU046,Student046,M,190,50.2,,,,
STU047,Student047,F,173,88.0,,,,
STU048,Student048,M,138,53.9,,,,
STU049,Student049,F,159,69.5,,,,
STU050,Student050,M,133,96.6,0.6,,,
STU051,Student051,F,176,64.7,,,,
STU052,Student052,M,145,56.3,,,,
STU053,Student053,F,189,91.4,,,,
STU054,Student054,M,173,52.2,,,,
STU055,Student055,F,157,69.2,0.6,,,
STU056,Student056,M,151,74.7,,,,
STU057,Student057,F,174,59.2,,,,
STU058,Student058,M,131,51.4,,,,
STU059,Student059,F,148,76.1,,,,
STU060,Student060,M,163,82.0,0.6,,,
